0	10	12	6	26	22	33	42	31	1
0	42	0	52	66	31	62	66	66	1
0	31	0	13	53	27	45	60	59	1
0	1	42	10	71	56	42	77	73	1
0	22	16	14	61	51	50	66	48	1
3	28	0	27	52	45	44	60	40	1
0	18	18	20	53	27	52	60	60	1
33	6	34	31	47	41	50	54	43	2
0	30	7	14	46	35	50	56	25	2
0	30	5	15	55	46	53	63	28	2
14	12	11	8	35	30	29	42	29	2
23	6	13	18	39	36	40	48	34	2
24	6	21	22	38	36	41	48	28	2
29	8	12	22	40	38	40	48	45	2
30	9	18	27	47	43	47	54	51	2
31	1	38	25	49	51	33	63	60	2
25	12	22	38	52	45	54	54	47	2
38	6	29	32	55	44	43	63	51	2
11	33	25	26	58	47	50	60	58	2
37	8	32	30	49	46	40	54	54	2
39	5	29	43	51	47	54	60	57	2
13	22	20	15	49	39	45	54	50	2
29	32	25	59	70	42	58	72	68	2
204	7	0	479	299	0	466	441	293	2
3	2	2	4	36	54	32	83	104	2
1	10	39	24	79	44	72	84	64	2
24	5	34	34	53	36	44	54	51	2
25	14	36	34	59	46	50	60	58	2
23	3	28	28	51	36	46	54	49	2
24	27	10	32	51	36	42	54	37	3
22	29	9	31	52	36	38	54	42	3
14	19	6	28	32	24	27	41	26	3
16	25	9	21	36	27	28	42	24	3
25	33	28	34	56	41	35	60	53	3
15	25	24	26	47	35	1	56	53	3
12	17	15	14	37	27	29	42	28	3
12	23	11	17	39	28	32	48	20	3
16	26	23	18	59	52	43	60	49	3
19	22	5	28	33	26	35	42	25	3
0	28	26	25	59	44	43	64	44	4
10	29	24	21	58	48	36	64	54	4
9	23	21	19	44	44	38	56	38	4
7	36	29	18	85	66	48	99	36	4
0	18	13	22	33	19	43	46	28	4
6	22	17	21	42	38	39	56	38	4
7	27	19	22	51	45	36	64	54	4
6	25	22	21	50	51	30	62	61	4
3	23	23	30	39	37	36	56	44	4
8	21	22	37	40	35	39	49	41	4
11	26	25	35	41	40	37	42	42	4
6	30	21	28	50	40	33	56	43	4
8	22	21	12	43	38	31	53	56	4
9	21	20	15	44	37	31	52	55	4
10	20	21	21	50	43	37	63	49	4
15	31	22	35	59	46	45	72	66	4
24	49	18	52	97	41	44	110	75	5
21	37	14	30	66	32	52	88	47	5
18	41	7	44	67	32	51	88	25	5
16	32	13	29	63	31	49	88	55	5
27	51	41	44	106	88	9	100	110	5
12	27	25	18	72	52	39	90	79	5
11	29	23	20	62	37	40	88	72	5
12	30	17	31	72	37	44	88	62	5
7	25	8	22	38	25	28	57	29	5
32	39	29	67	98	66	29	110	81	5
33	43	29	70	107	62	32	121	72	5
34	40	24	76	109	56	36	121	65	5
31	38	22	66	90	47	37	100	66	5
25	44	21	65	80	56	40	80	74	5
20	35	15	27	70	24	53	96	52	5
13	42	3	27	83	16	52	88	60	5
19	37	16	47	86	30	45	108	74	5
21	39	17	44	69	24	41	80	63	5
20	33	15	38	65	29	48	88	56	5
30	48	24	63	112	67	19	121	84	5
19	30	18	38	63	32	42	88	63	5
